# x, y, theta, v_l, v_r
50.16, 193.71, 1.570, -9.68, -9.68
50.16, 193.61, 1.570, -9.68, -9.68
50.16, 193.51, 1.570, -9.68, -9.68
50.16, 193.42, 1.570, -9.68, -9.68
50.16, 193.32, 1.570, -9.68, -9.68
50.16, 193.22, 1.570, -9.68, -9.68
50.16, 193.12, 1.570, -9.68, -9.68
50.16, 193.03, 1.570, -9.68, -9.68
50.16, 192.93, 1.570, -9.68, -9.68
50.16, 192.83, 1.570, -9.68, -9.68
50.16, 192.74, 1.570, -9.68, -9.68
50.16, 192.64, 1.570, -9.68, -9.68
50.16, 192.54, 1.570, -9.68, -9.68
50.16, 192.45, 1.570, -9.68, -9.68
50.16, 192.35, 1.570, -9.68, -9.68
50.16, 192.25, 1.570, -9.68, -9.68
50.16, 192.16, 1.570, -9.68, -9.68
50.16, 192.06, 1.570, -9.68, -9.68
50.16, 191.96, 1.570, -9.68, -9.68
50.16, 191.87, 1.570, -9.68, -9.68
50.16, 191.77, 1.570, -9.68, -9.68
50.16, 191.67, 1.570, -9.68, -9.68
50.16, 191.58, 1.570, -9.68, -9.68
50.16, 191.48, 1.570, -9.68, -9.68
50.16, 191.38, 1.570, -9.68, -9.68
50.16, 191.29, 1.570, -9.68, -9.68
50.16, 191.19, 1.570, -9.68, -9.68
50.16, 191.09, 1.570, -9.68, -9.68
50.16, 191.00, 1.570, -9.68, -9.68
50.16, 190.90, 1.570, -9.68, -9.68
50.16, 190.80, 1.570, -9.68, -9.68
50.16, 190.71, 1.570, -9.68, -9.68
50.16, 190.61, 1.570, -9.68, -9.68
50.16, 190.51, 1.570, -9.68, -9.68
50.16, 190.42, 1.570, -9.68, -9.68
50.16, 190.32, 1.570, -9.68, -9.68
50.16, 190.22, 1.570, -9.68, -9.68
50.16, 190.12, 1.570, -9.68, -9.68
50.16, 190.03, 1.570, -9.68, -9.68
50.16, 189.93, 1.570, -9.68, -9.68
50.16, 189.83, 1.570, -9.68, -9.68
50.16, 189.74, 1.570, -9.68, -9.68
50.16, 189.64, 1.570, -9.68, -9.68
50.16, 189.54, 1.570, -9.68, -9.68
50.16, 189.45, 1.570, -9.68, -9.68
50.16, 189.35, 1.570, -9.68, -9.68
50.16, 189.25, 1.570, -9.68, -9.68
50.16, 189.16, 1.570, -9.68, -9.68
50.16, 189.06, 1.570, -9.68, -9.68
50.16, 188.96, 1.570, -9.68, -9.68
50.16, 188.87, 1.570, -9.68, -9.68
50.16, 188.77, 1.570, -9.68, -9.68
50.16, 188.67, 1.570, -9.68, -9.68
50.16, 188.58, 1.570, -9.68, -9.68
50.16, 188.48, 1.570, -9.68, -9.68
50.16, 188.38, 1.570, -9.68, -9.68
50.16, 188.29, 1.570, -9.68, -9.68
50.16, 188.19, 1.570, -9.68, -9.68
50.16, 188.09, 1.570, -9.68, -9.68
50.16, 188.00, 1.570, -9.68, -9.68
50.16, 187.90, 1.570, -9.68, -9.68
50.16, 187.80, 1.570, -9.68, -9.68
50.16, 187.71, 1.570, -9.68, -9.68
50.16, 187.61, 1.570, -9.68, -9.68
50.16, 187.51, 1.570, -9.68, -9.68
50.16, 187.42, 1.570, -9.68, -9.68
50.16, 187.32, 1.570, -9.68, -9.68
50.16, 187.22, 1.570, -9.68, -9.68
50.16, 187.12, 1.570, -9.68, -9.68
50.16, 187.03, 1.570, -9.68, -9.68
50.16, 186.93, 1.570, -9.68, -9.68
50.16, 186.83, 1.570, -9.68, -9.68
50.16, 186.74, 1.570, -9.68, -9.68
50.16, 186.64, 1.570, -9.68, -9.68
50.16, 186.54, 1.570, -9.68, -9.68
50.16, 186.45, 1.570, -9.68, -9.68
50.16, 186.35, 1.570, -9.68, -9.68
50.16, 186.25, 1.570, -9.68, -9.68
50.16, 186.16, 1.570, -9.68, -9.68
50.16, 186.06, 1.570, -9.68, -9.68
50.16, 185.96, 1.570, -9.68, -9.68
50.16, 185.87, 1.570, -9.68, -9.68
50.16, 185.77, 1.570, -9.68, -9.68
50.16, 185.67, 1.570, -9.68, -9.68
50.16, 185.58, 1.570, -9.68, -9.68
50.16, 185.48, 1.570, -9.68, -9.68
50.16, 185.38, 1.570, -9.68, -9.68
50.16, 185.29, 1.570, -9.68, -9.68
50.16, 185.19, 1.570, -9.68, -9.68
50.16, 185.09, 1.570, -9.68, -9.68
50.16, 185.00, 1.570, -9.68, -9.68
50.16, 184.90, 1.570, -9.68, -9.68
50.16, 184.80, 1.570, -9.68, -9.68
50.16, 184.71, 1.570, -9.68, -9.68
50.16, 184.61, 1.570, -9.68, -9.68
50.16, 184.51, 1.570, -9.68, -9.68
50.16, 184.42, 1.570, -9.68, -9.68
50.16, 184.32, 1.570, -9.68, -9.68
50.16, 184.22, 1.570, -9.68, -9.68
50.16, 184.12, 1.570, -9.68, -9.68
50.16, 184.03, 1.570, -9.68, -9.68
50.16, 183.93, 1.570, -9.68, -9.68
50.15, 183.83, 1.570, -9.68, -9.68
50.15, 183.74, 1.570, -9.68, -9.68
50.15, 183.64, 1.570, -9.68, -9.68
50.15, 183.54, 1.570, -9.68, -9.68
50.15, 183.45, 1.570, -9.68, -9.68
50.15, 183.35, 1.570, -9.68, -9.68
50.15, 183.25, 1.570, -9.68, -9.68
50.15, 183.16, 1.570, -9.68, -9.68
50.15, 183.06, 1.570, -9.68, -9.68
50.15, 182.96, 1.570, -9.68, -9.68
50.15, 182.87, 1.570, -9.68, -9.68
50.15, 182.77, 1.570, -9.68, -9.68
50.15, 182.67, 1.570, -9.68, -9.68
50.15, 182.58, 1.570, -9.68, -9.68
50.15, 182.48, 1.570, -9.68, -9.68
50.15, 182.38, 1.570, -9.68, -9.68
50.15, 182.29, 1.570, -9.68, -9.68
50.15, 182.19, 1.570, -9.68, -9.68
50.15, 182.09, 1.570, -9.68, -9.68
50.15, 182.00, 1.570, -9.68, -9.68
50.15, 181.90, 1.570, -9.68, -9.68
50.15, 181.80, 1.570, -9.68, -9.68
50.15, 181.71, 1.570, -9.68, -9.68
50.15, 181.61, 1.570, -9.68, -9.68
50.15, 181.51, 1.570, -9.68, -9.68
50.15, 181.42, 1.570, -9.68, -9.68
50.15, 181.32, 1.570, -9.68, -9.68
50.15, 181.22, 1.570, -9.68, -9.68
50.15, 181.12, 1.570, -9.68, -9.68
50.15, 181.03, 1.570, -9.68, -9.68
50.15, 180.93, 1.570, -9.68, -9.68
50.15, 180.83, 1.570, -9.68, -9.68
50.15, 180.74, 1.570, -9.68, -9.68
50.15, 180.64, 1.570, -9.68, -9.68
50.15, 180.54, 1.570, -9.68, -9.68
50.15, 180.45, 1.570, -9.68, -9.68
50.15, 180.35, 1.570, -9.68, -9.68
50.15, 180.25, 1.570, -9.68, -9.68
50.15, 180.16, 1.570, -9.68, -9.68
50.15, 180.06, 1.570, -9.68, -9.68
50.15, 179.96, 1.570, -9.68, -9.68
50.15, 179.87, 1.570, -9.68, -9.68
50.15, 179.77, 1.570, -9.68, -9.68
50.15, 179.67, 1.570, -9.68, -9.68
50.15, 179.58, 1.570, -9.68, -9.68
50.15, 179.48, 1.570, -9.68, -9.68
