# x, y, theta, v_l, v_r
59.08, 158.52, 1.864, 19.55, 19.94
59.02, 158.71, 1.868, 19.55, 19.94
58.96, 158.90, 1.872, 19.55, 19.94
58.90, 159.08, 1.876, 19.55, 19.94
58.84, 159.27, 1.880, 19.55, 19.94
58.78, 159.46, 1.884, 19.55, 19.94
58.72, 159.65, 1.888, 19.55, 19.94
58.66, 159.84, 1.891, 19.55, 19.94
58.60, 160.02, 1.895, 19.55, 19.94
58.53, 160.21, 1.899, 19.55, 19.94
58.47, 160.40, 1.903, 19.55, 19.94
58.40, 160.58, 1.907, 19.55, 19.94
58.34, 160.77, 1.911, 19.55, 19.94
58.27, 160.95, 1.915, 19.55, 19.94
58.20, 161.14, 1.919, 19.55, 19.94
58.14, 161.32, 1.923, 19.55, 19.94
58.07, 161.51, 1.927, 19.55, 19.94
58.00, 161.69, 1.931, 19.55, 19.94
57.93, 161.88, 1.934, 19.55, 19.94
57.86, 162.06, 1.938, 19.55, 19.94
57.79, 162.25, 1.942, 19.55, 19.94
57.72, 162.43, 1.946, 19.55, 19.94
57.64, 162.61, 1.950, 19.55, 19.94
57.57, 162.80, 1.954, 19.55, 19.94
57.50, 162.98, 1.958, 19.55, 19.94
57.42, 163.16, 1.962, 19.55, 19.94
57.34, 163.34, 1.966, 19.55, 19.94
57.27, 163.53, 1.970, 19.55, 19.94
57.19, 163.71, 1.974, 19.55, 19.94
57.11, 163.89, 1.977, 19.55, 19.94
57.04, 164.07, 1.981, 19.55, 19.94
56.96, 164.25, 1.985, 19.55, 19.94
56.88, 164.43, 1.989, 19.55, 19.94
56.80, 164.61, 1.993, 19.55, 19.94
56.71, 164.79, 1.997, 19.55, 19.94
56.63, 164.97, 2.001, 19.55, 19.94
56.55, 165.15, 2.005, 19.55, 19.94
56.47, 165.33, 2.009, 19.55, 19.94
56.38, 165.50, 2.013, 19.55, 19.94
56.30, 165.68, 2.017, 19.55, 19.94
56.21, 165.86, 2.020, 19.55, 19.94
56.13, 166.04, 2.024, 19.55, 19.94
56.04, 166.21, 2.028, 19.55, 19.94
55.95, 166.39, 2.032, 19.55, 19.94
55.86, 166.57, 2.036, 19.55, 19.94
55.77, 166.74, 2.040, 19.55, 19.94
55.68, 166.92, 2.044, 19.55, 19.94
55.59, 167.09, 2.048, 19.55, 19.94
55.50, 167.27, 2.052, 19.55, 19.94
55.41, 167.44, 2.056, 19.55, 19.94
55.32, 167.62, 2.060, 19.55, 19.94
55.23, 167.79, 2.063, 19.55, 19.94
55.13, 167.97, 2.067, 19.55, 19.94
55.04, 168.14, 2.071, 19.55, 19.94
54.94, 168.31, 2.075, 19.55, 19.94
54.85, 168.48, 2.079, 19.55, 19.94
54.75, 168.66, 2.083, 19.55, 19.94
54.65, 168.83, 2.087, 19.55, 19.94
54.56, 169.00, 2.091, 19.55, 19.94
54.46, 169.17, 2.095, 19.55, 19.94
54.36, 169.34, 2.099, 19.55, 19.94
54.26, 169.51, 2.103, 19.55, 19.94
54.16, 169.68, 2.106, 19.55, 19.94
54.06, 169.85, 2.110, 19.55, 19.94
53.96, 170.02, 2.114, 19.55, 19.94
53.85, 170.19, 2.118, 19.55, 19.94
53.75, 170.35, 2.122, 19.55, 19.94
53.65, 170.52, 2.126, 19.55, 19.94
53.54, 170.69, 2.130, 19.55, 19.94
53.44, 170.85, 2.134, 19.55, 19.94
53.33, 171.02, 2.138, 19.55, 19.94
53.22, 171.19, 2.142, 19.55, 19.94
53.12, 171.35, 2.146, 19.55, 19.94
53.01, 171.52, 2.149, 19.55, 19.94
52.90, 171.68, 2.153, 19.55, 19.94
52.79, 171.85, 2.157, 19.55, 19.94
52.68, 172.01, 2.161, 19.55, 19.94
52.57, 172.17, 2.165, 19.55, 19.94
52.46, 172.34, 2.169, 19.55, 19.94
52.35, 172.50, 2.173, 19.55, 19.94
52.24, 172.66, 2.177, 19.55, 19.94
52.13, 172.82, 2.181, 19.55, 19.94
52.01, 172.98, 2.185, 19.55, 19.94
51.90, 173.14, 2.189, 19.55, 19.94
51.78, 173.30, 2.192, 19.55, 19.94
51.67, 173.46, 2.196, 19.55, 19.94
51.55, 173.62, 2.200, 19.55, 19.94
51.44, 173.78, 2.204, 19.55, 19.94
51.32, 173.94, 2.208, 19.55, 19.94
51.20, 174.10, 2.212, 19.55, 19.94
51.08, 174.26, 2.216, 19.55, 19.94
50.96, 174.41, 2.220, 19.55, 19.94
50.84, 174.57, 2.224, 19.55, 19.94
50.72, 174.73, 2.228, 19.55, 19.94
50.60, 174.88, 2.232, 19.55, 19.94
50.48, 175.04, 2.235, 19.55, 19.94
50.36, 175.19, 2.239, 19.55, 19.94
50.24, 175.35, 2.243, 19.55, 19.94
50.11, 175.50, 2.247, 19.55, 19.94
49.99, 175.65, 2.251, 19.55, 19.94
49.86, 175.81, 2.255, 19.55, 19.94
49.74, 175.96, 2.259, 19.55, 19.94
49.61, 176.11, 2.263, 19.55, 19.94
49.49, 176.26, 2.267, 19.55, 19.94
49.36, 176.41, 2.271, 19.55, 19.94
49.23, 176.56, 2.275, 19.55, 19.94
49.10, 176.71, 2.279, 19.55, 19.94
48.98, 176.86, 2.282, 19.55, 19.94
48.85, 177.01, 2.286, 19.55, 19.94
48.72, 177.16, 2.290, 19.55, 19.94
48.59, 177.31, 2.294, 19.55, 19.94
48.46, 177.45, 2.298, 19.55, 19.94
48.32, 177.60, 2.302, 19.55, 19.94
48.19, 177.75, 2.306, 19.55, 19.94
48.06, 177.89, 2.310, 19.55, 19.94
47.93, 178.04, 2.314, 19.55, 19.94
47.79, 178.18, 2.318, 19.55, 19.94
47.66, 178.33, 2.322, 19.55, 19.94
47.52, 178.47, 2.325, 19.55, 19.94
47.39, 178.61, 2.329, 19.55, 19.94
47.25, 178.76, 2.333, 19.55, 19.94
47.11, 178.90, 2.337, 19.55, 19.94
46.98, 179.04, 2.341, 19.55, 19.94
46.84, 179.18, 2.345, 19.55, 19.94
46.70, 179.32, 2.349, 19.55, 19.94
46.56, 179.46, 2.353, 19.55, 19.94
46.42, 179.60, 2.357, 19.55, 19.94
46.28, 179.74, 2.361, 19.55, 19.94
46.14, 179.88, 2.365, 19.55, 19.94
46.00, 180.01, 2.368, 19.55, 19.94
45.86, 180.15, 2.372, 19.55, 19.94
45.72, 180.29, 2.376, 19.55, 19.94
45.57, 180.42, 2.380, 19.55, 19.94
45.43, 180.56, 2.384, 19.55, 19.94
45.29, 180.69, 2.388, 19.55, 19.94
45.14, 180.83, 2.392, 19.55, 19.94
45.00, 180.96, 2.396, 19.55, 19.94
44.85, 181.10, 2.400, 19.55, 19.94
44.71, 181.23, 2.404, 19.55, 19.94
44.56, 181.36, 2.408, 19.55, 19.94
44.41, 181.49, 2.411, 19.55, 19.94
44.27, 181.62, 2.415, 19.55, 19.94
44.12, 181.75, 2.419, 19.55, 19.94
43.97, 181.88, 2.423, 19.55, 19.94
43.82, 182.01, 2.427, 19.55, 19.94
43.67, 182.14, 2.431, 19.55, 19.94
43.52, 182.27, 2.435, 19.55, 19.94
43.37, 182.39, 2.439, 19.55, 19.94
43.22, 182.52, 2.443, 19.55, 19.94
43.07, 182.65, 2.447, 19.55, 19.94
42.92, 182.77, 2.451, 19.55, 19.94
42.77, 182.90, 2.454, 19.55, 19.94
42.61, 183.02, 2.458, 19.55, 19.94
42.46, 183.15, 2.462, 19.55, 19.94
42.30, 183.27, 2.466, 19.55, 19.94
42.15, 183.39, 2.470, 19.55, 19.94
42.00, 183.51, 2.474, 19.55, 19.94
41.84, 183.64, 2.478, 19.55, 19.94
41.68, 183.76, 2.482, 19.55, 19.94
41.53, 183.88, 2.486, 19.55, 19.94
41.37, 184.00, 2.490, 19.55, 19.94
41.21, 184.11, 2.494, 19.55, 19.94
41.06, 184.23, 2.497, 19.55, 19.94
40.90, 184.35, 2.501, 19.55, 19.94
40.74, 184.47, 2.505, 19.55, 19.94
40.58, 184.58, 2.509, 19.55, 19.94
40.42, 184.70, 2.513, 19.55, 19.94
40.26, 184.81, 2.517, 19.55, 19.94
40.10, 184.93, 2.521, 19.55, 19.94
39.94, 185.04, 2.525, 19.55, 19.94
39.78, 185.16, 2.529, 19.55, 19.94
39.62, 185.27, 2.533, 19.55, 19.94
39.46, 185.38, 2.537, 19.55, 19.94
39.29, 185.49, 2.540, 19.55, 19.94
39.13, 185.60, 2.544, 19.55, 19.94
38.97, 185.71, 2.548, 19.55, 19.94
38.80, 185.82, 2.552, 19.55, 19.94
38.64, 185.93, 2.556, 19.55, 19.94
38.47, 186.04, 2.560, 19.55, 19.94
38.31, 186.15, 2.564, 19.55, 19.94
38.14, 186.25, 2.568, 19.55, 19.94
37.98, 186.36, 2.572, 19.55, 19.94
37.81, 186.47, 2.576, 19.55, 19.94
37.64, 186.57, 2.580, 19.55, 19.94
37.48, 186.67, 2.583, 19.55, 19.94
37.31, 186.78, 2.587, 19.55, 19.94
37.14, 186.88, 2.591, 19.55, 19.94
36.97, 186.98, 2.595, 19.55, 19.94
36.80, 187.09, 2.599, 19.55, 19.94
36.63, 187.19, 2.603, 19.55, 19.94
36.46, 187.29, 2.607, 19.55, 19.94
36.29, 187.39, 2.611, 19.55, 19.94
36.12, 187.48, 2.615, 19.55, 19.94
35.95, 187.58, 2.619, 19.55, 19.94
35.78, 187.68, 2.623, 19.55, 19.94
35.61, 187.78, 2.627, 19.55, 19.94
35.44, 187.87, 2.630, 19.55, 19.94
35.26, 187.97, 2.634, 19.55, 19.94
35.09, 188.06, 2.638, 19.55, 19.94
34.92, 188.16, 2.642, 19.55, 19.94
34.74, 188.25, 2.646, 19.55, 19.94
34.57, 188.35, 2.650, 19.55, 19.94
34.40, 188.44, 2.654, 19.55, 19.94
34.22, 188.53, 2.658, 19.55, 19.94
34.05, 188.62, 2.662, 19.55, 19.94
33.87, 188.71, 2.666, 19.55, 19.94
33.70, 188.80, 2.670, 19.55, 19.94
33.52, 188.89, 2.673, 19.55, 19.94
33.34, 188.98, 2.677, 19.55, 19.94
33.17, 189.06, 2.681, 19.55, 19.94
32.99, 189.15, 2.685, 19.55, 19.94
32.81, 189.24, 2.689, 19.55, 19.94
32.63, 189.32, 2.693, 19.55, 19.94
32.46, 189.41, 2.697, 19.55, 19.94
32.28, 189.49, 2.701, 19.55, 19.94
32.10, 189.57, 2.705, 19.55, 19.94
31.92, 189.66, 2.709, 19.55, 19.94
31.74, 189.74, 2.713, 19.55, 19.94
31.56, 189.82, 2.716, 19.55, 19.94
31.38, 189.90, 2.720, 19.55, 19.94
31.20, 189.98, 2.724, 19.55, 19.94
31.02, 190.06, 2.728, 19.55, 19.94
30.84, 190.14, 2.732, 19.55, 19.94
30.66, 190.21, 2.736, 19.55, 19.94
30.48, 190.29, 2.740, 19.55, 19.94
30.29, 190.37, 2.744, 19.55, 19.94
30.11, 190.44, 2.748, 19.55, 19.94
29.93, 190.52, 2.752, 19.55, 19.94
29.75, 190.59, 2.756, 19.55, 19.94
29.56, 190.66, 2.759, 19.55, 19.94
29.38, 190.74, 2.763, 19.55, 19.94
29.20, 190.81, 2.767, 19.55, 19.94
29.01, 190.88, 2.771, 19.55, 19.94
28.83, 190.95, 2.775, 19.55, 19.94
28.64, 191.02, 2.779, 19.55, 19.94
28.46, 191.09, 2.783, 19.55, 19.94
28.27, 191.16, 2.787, 19.55, 19.94
28.09, 191.22, 2.791, 19.55, 19.94
27.90, 191.29, 2.795, 19.55, 19.94
27.72, 191.36, 2.799, 19.55, 19.94
27.53, 191.42, 2.802, 19.55, 19.94
27.35, 191.49, 2.806, 19.55, 19.94
27.16, 191.55, 2.810, 19.55, 19.94
26.97, 191.61, 2.814, 19.55, 19.94
26.78, 191.68, 2.818, 19.55, 19.94
26.60, 191.74, 2.822, 19.55, 19.94
26.41, 191.80, 2.826, 19.55, 19.94
26.22, 191.86, 2.830, 19.55, 19.94
26.03, 191.92, 2.834, 19.55, 19.94
25.85, 191.98, 2.838, 19.55, 19.94
25.66, 192.04, 2.842, 19.55, 19.94
25.47, 192.09, 2.845, 19.55, 19.94
25.28, 192.15, 2.849, 19.55, 19.94
25.09, 192.20, 2.853, 19.55, 19.94
24.90, 192.26, 2.857, 19.55, 19.94
24.71, 192.31, 2.861, 19.55, 19.94
24.52, 192.37, 2.865, 19.55, 19.94
24.33, 192.42, 2.869, 19.55, 19.94
24.14, 192.47, 2.873, 19.55, 19.94
23.95, 192.52, 2.877, 19.55, 19.94
23.76, 192.57, 2.881, 19.55, 19.94
23.57, 192.62, 2.885, 19.55, 19.94
23.38, 192.67, 2.888, 19.55, 19.94
23.19, 192.72, 2.892, 19.55, 19.94
23.00, 192.77, 2.896, 19.55, 19.94
22.80, 192.82, 2.900, 19.55, 19.94
22.61, 192.86, 2.904, 19.55, 19.94
22.42, 192.91, 2.908, 19.55, 19.94
22.23, 192.95, 2.912, 19.55, 19.94
22.04, 193.00, 2.916, 19.55, 19.94
21.84, 193.04, 2.920, 19.55, 19.94
21.65, 193.08, 2.924, 19.55, 19.94
21.46, 193.12, 2.928, 19.55, 19.94
21.26, 193.16, 2.931, 19.55, 19.94
21.07, 193.20, 2.935, 19.55, 19.94
20.88, 193.24, 2.939, 19.55, 19.94
20.68, 193.28, 2.943, 19.55, 19.94
20.49, 193.32, 2.947, 19.55, 19.94
20.30, 193.36, 2.951, 19.55, 19.94
20.10, 193.39, 2.955, 19.55, 19.94
19.91, 193.43, 2.959, 19.55, 19.94
19.71, 193.46, 2.963, 19.55, 19.94
19.52, 193.50, 2.967, 19.55, 19.94
19.33, 193.53, 2.971, 19.55, 19.94
19.13, 193.56, 2.974, 19.55, 19.94
18.94, 193.59, 2.978, 19.55, 19.94
18.74, 193.62, 2.982, 19.55, 19.94
18.55, 193.66, 2.986, 19.55, 19.94
18.35, 193.68, 2.990, 19.55, 19.94
18.16, 193.71, 2.994, 19.55, 19.94
17.96, 193.74, 2.998, 19.55, 19.94
17.76, 193.77, 3.002, 19.55, 19.94
17.57, 193.79, 3.006, 19.55, 19.94
17.37, 193.82, 3.010, 19.55, 19.94
17.19, 193.85, 2.995, 19.55, 18.08
17.00, 193.88, 2.980, 19.55, 18.08
16.82, 193.91, 2.966, 19.55, 18.08
16.63, 193.95, 2.951, 19.55, 18.08
16.45, 193.99, 2.936, 19.55, 18.08
16.26, 194.03, 2.922, 19.55, 18.08
16.08, 194.08, 2.907, 19.55, 18.08
15.90, 194.13, 2.892, 19.55, 18.08
15.71, 194.18, 2.878, 19.55, 18.08
15.53, 194.23, 2.863, 19.55, 18.08
15.35, 194.29, 2.848, 19.55, 18.08
15.17, 194.34, 2.834, 19.55, 18.08
14.99, 194.41, 2.819, 19.55, 18.08
14.82, 194.47, 2.804, 19.55, 18.08
14.64, 194.53, 2.790, 19.55, 18.08
14.46, 194.60, 2.775, 19.55, 18.08
14.29, 194.67, 2.760, 19.55, 18.08
14.11, 194.75, 2.746, 19.55, 18.08
13.94, 194.83, 2.731, 19.55, 18.08
13.77, 194.90, 2.716, 19.55, 18.08
13.60, 194.99, 2.702, 19.55, 18.08
13.43, 195.07, 2.687, 19.55, 18.08
13.26, 195.16, 2.672, 19.55, 18.08
13.09, 195.24, 2.658, 19.55, 18.08
12.93, 195.34, 2.643, 19.55, 18.08
12.76, 195.43, 2.628, 19.55, 18.08
12.60, 195.53, 2.614, 19.55, 18.08
12.44, 195.62, 2.599, 19.55, 18.08
12.28, 195.72, 2.584, 19.55, 18.08
12.12, 195.83, 2.570, 19.55, 18.08
11.96, 195.93, 2.555, 19.55, 18.08
11.80, 196.04, 2.540, 19.55, 18.08
11.65, 196.15, 2.526, 19.55, 18.08
11.50, 196.26, 2.511, 19.55, 18.08
11.35, 196.38, 2.496, 19.55, 18.08
11.20, 196.49, 2.482, 19.55, 18.08
11.05, 196.61, 2.467, 19.55, 18.08
10.90, 196.73, 2.453, 19.55, 18.08
10.76, 196.85, 2.438, 19.55, 18.08
10.61, 196.98, 2.423, 19.55, 18.08
10.47, 197.11, 2.409, 19.55, 18.08
10.34, 197.24, 2.394, 19.55, 18.08
10.20, 197.37, 2.379, 19.55, 18.08
10.06, 197.50, 2.365, 19.55, 18.08
9.93, 197.63, 2.350, 19.55, 18.08
9.80, 197.77, 2.335, 19.55, 18.08
9.67, 197.91, 2.321, 19.55, 18.08
9.54, 198.05, 2.306, 19.55, 18.08
9.42, 198.19, 2.291, 19.55, 18.08
9.29, 198.34, 2.277, 19.55, 18.08
9.17, 198.48, 2.262, 19.55, 18.08
9.05, 198.63, 2.247, 19.55, 18.08
8.94, 198.78, 2.233, 19.55, 18.08
8.82, 198.93, 2.218, 19.55, 18.08
8.71, 199.08, 2.203, 19.55, 18.08
8.60, 199.24, 2.189, 19.55, 18.08
8.49, 199.39, 2.174, 19.55, 18.08
8.39, 199.55, 2.159, 19.55, 18.08
8.28, 199.71, 2.145, 19.55, 18.08
8.18, 199.87, 2.130, 19.55, 18.08
8.08, 200.03, 2.115, 19.55, 18.08
7.99, 200.19, 2.101, 19.55, 18.08
7.89, 200.36, 2.086, 19.55, 18.08
7.80, 200.52, 2.071, 19.55, 18.08
7.71, 200.69, 2.057, 19.55, 18.08
7.63, 200.86, 2.042, 19.55, 18.08
7.54, 201.03, 2.027, 19.55, 18.08
7.46, 201.20, 2.013, 19.55, 18.08
7.38, 201.37, 1.998, 19.55, 18.08
7.30, 201.54, 1.983, 19.55, 18.08
7.23, 201.72, 1.969, 19.55, 18.08
7.16, 201.89, 1.954, 19.55, 18.08
7.09, 202.07, 1.939, 19.55, 18.08
7.02, 202.25, 1.925, 19.55, 18.08
6.96, 202.42, 1.910, 19.55, 18.08
6.90, 202.60, 1.895, 19.55, 18.08
6.84, 202.78, 1.881, 19.55, 18.08
6.78, 202.96, 1.866, 19.55, 18.08
6.73, 203.14, 1.851, 19.55, 18.08
6.68, 203.33, 1.837, 19.55, 18.08
6.63, 203.51, 1.822, 19.55, 18.08
6.59, 203.69, 1.807, 19.55, 18.08
6.54, 203.88, 1.793, 19.55, 18.08
6.50, 204.06, 1.778, 19.55, 18.08
6.47, 204.25, 1.763, 19.55, 18.08
6.43, 204.43, 1.749, 19.55, 18.08
6.40, 204.62, 1.734, 19.55, 18.08
6.37, 204.80, 1.719, 19.55, 18.08
6.34, 204.99, 1.705, 19.55, 18.08
6.32, 205.18, 1.690, 19.55, 18.08
6.30, 205.36, 1.675, 19.55, 18.08
6.28, 205.55, 1.661, 19.55, 18.08
6.26, 205.74, 1.646, 19.55, 18.08
6.25, 205.93, 1.631, 19.55, 18.08
6.24, 206.12, 1.617, 19.55, 18.08
6.23, 206.30, 1.602, 19.55, 18.08
6.23, 206.49, 1.587, 19.55, 18.08
6.23, 206.68, 1.573, 19.55, 18.08
6.23, 206.87, 1.558, 19.55, 18.08
6.23, 207.06, 1.543, 19.55, 18.08
6.24, 207.24, 1.529, 19.55, 18.08
6.25, 207.43, 1.514, 19.55, 18.08
6.26, 207.62, 1.499, 19.55, 18.08
6.28, 207.81, 1.485, 19.55, 18.08
6.29, 207.99, 1.470, 19.55, 18.08
6.31, 208.18, 1.455, 19.55, 18.08
6.34, 208.37, 1.441, 19.55, 18.08
6.36, 208.55, 1.426, 19.55, 18.08
6.39, 208.74, 1.411, 19.55, 18.08
6.42, 208.92, 1.397, 19.55, 18.08
6.46, 209.11, 1.382, 19.55, 18.08
6.49, 209.29, 1.367, 19.55, 18.08
6.53, 209.48, 1.353, 19.55, 18.08
6.57, 209.66, 1.338, 19.55, 18.08
6.62, 209.84, 1.323, 19.55, 18.08
6.67, 210.02, 1.309, 19.55, 18.08
6.72, 210.20, 1.294, 19.55, 18.08
6.77, 210.38, 1.279, 19.55, 18.08
6.82, 210.56, 1.265, 19.55, 18.08
6.88, 210.74, 1.250, 19.55, 18.08
6.94, 210.92, 1.235, 19.55, 18.08
7.01, 211.09, 1.221, 19.55, 18.08
7.07, 211.27, 1.206, 19.55, 18.08
7.14, 211.44, 1.192, 19.55, 18.08
7.21, 211.62, 1.177, 19.55, 18.08
7.28, 211.79, 1.162, 19.55, 18.08
7.36, 211.96, 1.148, 19.55, 18.08
7.44, 212.13, 1.133, 19.55, 18.08
7.52, 212.30, 1.118, 19.55, 18.08
7.60, 212.47, 1.104, 19.55, 18.08
7.69, 212.63, 1.089, 19.55, 18.08
7.78, 212.80, 1.074, 19.55, 18.08
7.87, 212.96, 1.060, 19.55, 18.08
7.96, 213.12, 1.045, 19.55, 18.08
8.06, 213.28, 1.030, 19.55, 18.08
8.16, 213.45, 1.034, 19.55, 19.94
8.26, 213.62, 1.038, 19.55, 19.94
8.36, 213.79, 1.042, 19.55, 19.94
8.46, 213.96, 1.046, 19.55, 19.94
8.56, 214.14, 1.050, 19.55, 19.94
8.66, 214.31, 1.054, 19.55, 19.94
8.75, 214.48, 1.058, 19.55, 19.94
8.85, 214.65, 1.061, 19.55, 19.94
8.95, 214.83, 1.065, 19.55, 19.94
9.04, 215.00, 1.069, 19.55, 19.94
9.14, 215.17, 1.073, 19.55, 19.94
9.23, 215.35, 1.077, 19.55, 19.94
9.32, 215.52, 1.081, 19.55, 19.94
9.42, 215.70, 1.085, 19.55, 19.94
9.51, 215.87, 1.089, 19.55, 19.94
9.60, 216.05, 1.093, 19.55, 19.94
9.69, 216.22, 1.097, 19.55, 19.94
9.78, 216.40, 1.101, 19.55, 19.94
9.87, 216.58, 1.105, 19.55, 19.94
9.96, 216.75, 1.108, 19.55, 19.94
10.04, 216.93, 1.112, 19.55, 19.94
10.13, 217.11, 1.116, 19.55, 19.94
10.22, 217.29, 1.120, 19.55, 19.94
10.30, 217.46, 1.124, 19.55, 19.94
10.39, 217.64, 1.128, 19.55, 19.94
10.47, 217.82, 1.132, 19.55, 19.94
10.56, 218.00, 1.136, 19.55, 19.94
10.64, 218.18, 1.140, 19.55, 19.94
10.72, 218.36, 1.144, 19.55, 19.94
10.80, 218.54, 1.148, 19.55, 19.94
10.88, 218.72, 1.151, 19.55, 19.94
10.96, 218.90, 1.155, 19.55, 19.94
11.04, 219.08, 1.159, 19.55, 19.94
11.12, 219.26, 1.163, 19.55, 19.94
11.20, 219.45, 1.167, 19.55, 19.94
11.28, 219.63, 1.171, 19.55, 19.94
11.35, 219.81, 1.175, 19.55, 19.94
11.43, 219.99, 1.179, 19.55, 19.94
11.50, 220.18, 1.183, 19.55, 19.94
11.58, 220.36, 1.187, 19.55, 19.94
11.65, 220.54, 1.191, 19.55, 19.94
11.72, 220.73, 1.194, 19.55, 19.94
11.80, 220.91, 1.198, 19.55, 19.94
11.87, 221.09, 1.202, 19.55, 19.94
11.94, 221.28, 1.206, 19.55, 19.94
12.01, 221.46, 1.210, 19.55, 19.94
12.08, 221.65, 1.214, 19.55, 19.94
12.15, 221.83, 1.218, 19.55, 19.94
12.21, 222.02, 1.222, 19.55, 19.94
12.28, 222.21, 1.226, 19.55, 19.94
12.35, 222.39, 1.230, 19.55, 19.94
12.41, 222.58, 1.234, 19.55, 19.94
12.48, 222.77, 1.237, 19.55, 19.94
12.54, 222.95, 1.241, 19.55, 19.94
12.61, 223.14, 1.245, 19.55, 19.94
12.67, 223.33, 1.249, 19.55, 19.94
12.73, 223.51, 1.253, 19.55, 19.94
12.79, 223.70, 1.257, 19.55, 19.94
12.85, 223.89, 1.261, 19.55, 19.94
12.91, 224.08, 1.265, 19.55, 19.94
12.97, 224.27, 1.269, 19.55, 19.94
13.03, 224.46, 1.273, 19.55, 19.94
13.09, 224.65, 1.277, 19.55, 19.94
13.15, 224.84, 1.280, 19.55, 19.94
13.20, 225.02, 1.284, 19.55, 19.94
13.26, 225.21, 1.288, 19.55, 19.94
13.31, 225.40, 1.292, 19.55, 19.94
13.37, 225.59, 1.296, 19.55, 19.94
13.42, 225.78, 1.300, 19.55, 19.94
13.47, 225.98, 1.304, 19.55, 19.94
13.52, 226.17, 1.308, 19.55, 19.94
13.57, 226.36, 1.312, 19.55, 19.94
13.62, 226.55, 1.316, 19.55, 19.94
13.67, 226.74, 1.320, 19.55, 19.94
13.72, 226.93, 1.323, 19.55, 19.94
13.77, 227.12, 1.327, 19.55, 19.94
13.82, 227.31, 1.331, 19.55, 19.94
13.86, 227.51, 1.335, 19.55, 19.94
13.91, 227.70, 1.339, 19.55, 19.94
13.95, 227.89, 1.343, 19.55, 19.94
14.00, 228.08, 1.347, 19.55, 19.94
14.04, 228.28, 1.351, 19.55, 19.94
14.08, 228.47, 1.355, 19.55, 19.94
14.13, 228.66, 1.359, 19.55, 19.94
14.17, 228.86, 1.363, 19.55, 19.94
14.21, 229.05, 1.366, 19.55, 19.94
14.25, 229.24, 1.370, 19.55, 19.94
14.29, 229.44, 1.374, 19.55, 19.94
14.33, 229.63, 1.378, 19.55, 19.94
14.36, 229.83, 1.382, 19.55, 19.94
14.40, 230.02, 1.386, 19.55, 19.94
14.44, 230.21, 1.390, 19.55, 19.94
14.47, 230.41, 1.394, 19.55, 19.94
14.50, 230.60, 1.398, 19.55, 19.94
14.54, 230.80, 1.402, 19.55, 19.94
14.57, 230.99, 1.406, 19.55, 19.94
14.60, 231.19, 1.409, 19.55, 19.94
14.63, 231.38, 1.413, 19.55, 19.94
14.67, 231.58, 1.417, 19.55, 19.94
14.69, 231.77, 1.421, 19.55, 19.94
14.72, 231.97, 1.425, 19.55, 19.94
14.75, 232.16, 1.429, 19.55, 19.94
14.78, 232.36, 1.433, 19.55, 19.94
14.81, 232.55, 1.437, 19.55, 19.94
14.83, 232.75, 1.441, 19.55, 19.94
14.86, 232.95, 1.445, 19.55, 19.94
14.88, 233.14, 1.449, 19.55, 19.94
14.91, 233.34, 1.453, 19.55, 19.94
14.93, 233.54, 1.456, 19.55, 19.94
14.95, 233.73, 1.460, 19.55, 19.94
14.97, 233.93, 1.464, 19.55, 19.94
14.99, 234.12, 1.468, 19.55, 19.94
15.01, 234.32, 1.472, 19.55, 19.94
15.03, 234.52, 1.476, 19.55, 19.94
15.05, 234.71, 1.480, 19.55, 19.94
15.07, 234.91, 1.484, 19.55, 19.94
15.08, 235.11, 1.488, 19.55, 19.94
15.10, 235.30, 1.492, 19.55, 19.94
15.12, 235.50, 1.496, 19.55, 19.94
15.13, 235.70, 1.499, 19.55, 19.94
15.14, 235.90, 1.503, 19.55, 19.94
15.16, 236.09, 1.507, 19.55, 19.94
15.17, 236.29, 1.511, 19.55, 19.94
15.18, 236.49, 1.515, 19.55, 19.94
15.19, 236.68, 1.519, 19.55, 19.94
15.20, 236.88, 1.523, 19.55, 19.94
15.21, 237.08, 1.527, 19.55, 19.94
15.22, 237.28, 1.531, 19.55, 19.94
15.23, 237.47, 1.535, 19.55, 19.94
15.23, 237.67, 1.539, 19.55, 19.94
15.24, 237.87, 1.542, 19.55, 19.94
15.24, 238.07, 1.546, 19.55, 19.94
15.25, 238.26, 1.550, 19.55, 19.94
15.25, 238.46, 1.554, 19.55, 19.94
15.25, 238.66, 1.558, 19.55, 19.94
15.26, 238.86, 1.562, 19.55, 19.94
15.26, 239.05, 1.566, 19.55, 19.94
15.26, 239.25, 1.570, 19.55, 19.94
15.26, 239.45, 1.574, 19.55, 19.94
15.26, 239.65, 1.578, 19.55, 19.94
15.26, 239.84, 1.582, 19.55, 19.94
15.25, 240.04, 1.585, 19.55, 19.94
15.25, 240.24, 1.589, 19.55, 19.94
15.25, 240.43, 1.593, 19.55, 19.94
15.24, 240.63, 1.597, 19.55, 19.94
15.24, 240.83, 1.601, 19.55, 19.94
15.23, 241.03, 1.605, 19.55, 19.94
15.22, 241.22, 1.609, 19.55, 19.94
15.21, 241.42, 1.613, 19.55, 19.94
15.21, 241.62, 1.617, 19.55, 19.94
15.20, 241.82, 1.621, 19.55, 19.94
15.19, 242.01, 1.625, 19.55, 19.94
15.17, 242.21, 1.628, 19.55, 19.94
